powiat_code,powiat_name,year,age_15_29,age_30_49,age_50_69
0414000,Powiat świecki,2024,15524,28003,24524
0415000,Powiat toruński,2013,21689,30974,22736
0415000,Powiat toruński,2014,21339,31600,23529
0415000,Powiat toruński,2015,21150,32338,24068
0415000,Powiat toruński,2016,20849,33001,24403
0415000,Powiat toruński,2017,20657,33624,24734
0415000,Powiat toruński,2018,20421,34345,24985
0415000,Powiat toruński,2019,20378,34920,25148
0415000,Powiat toruński,2020,18977,36433,25778
0415000,Powiat toruński,2021,19064,36903,26073
0415000,Powiat toruński,2022,19257,37061,26429
0415000,Powiat toruński,2023,19554,37091,26870
0415000,Powiat toruński,2024,19847,36937,27458
0416000,Powiat tucholski,2013,10801,13243,12009
0416000,Powiat tucholski,2014,10546,13391,12246
0416000,Powiat tucholski,2015,10288,13470,12533
0416000,Powiat tucholski,2016,10012,13664,12553
0416000,Powiat tucholski,2017,9762,13727,12611
0416000,Powiat tucholski,2018,9432,13773,12656
0416000,Powiat tucholski,2019,9189,13799,12609
0416000,Powiat tucholski,2020,8209,13588,12423
0416000,Powiat tucholski,2021,8041,13587,12236
0416000,Powiat tucholski,2022,7906,13569,12214
0416000,Powiat tucholski,2023,7892,13440,12215
0416000,Powiat tucholski,2024,7931,13355,12116
0417000,Powiat wąbrzeski,2013,7549,9891,8692
0417000,Powiat wąbrzeski,2014,7270,9939,8831
0417000,Powiat wąbrzeski,2015,7080,10006,9003
0417000,Powiat wąbrzeski,2016,6961,10009,9013
0417000,Powiat wąbrzeski,2017,6732,10047,8994
0417000,Powiat wąbrzeski,2018,6522,10039,8965
0417000,Powiat wąbrzeski,2019,6293,10007,8896
0417000,Powiat wąbrzeski,2020,5640,9805,8706
0417000,Powiat wąbrzeski,2021,5522,9776,8636
0417000,Powiat wąbrzeski,2022,5423,9629,8624
0417000,Powiat wąbrzeski,2023,5378,9554,8542
0417000,Powiat wąbrzeski,2024,5345,9361,8554
0418000,Powiat włocławski,2013,18622,24753,21967
0418000,Powiat włocławski,2014,18197,24838,22460
0418000,Powiat włocławski,2015,17951,25051,22756
0418000,Powiat włocławski,2016,17513,25087,22756
0418000,Powiat włocławski,2017,17226,25064,22862
0418000,Powiat włocławski,2018,16748,25040,22964
0418000,Powiat włocławski,2019,16254,25033,22958
0418000,Powiat włocławski,2020,13993,24360,22770
0418000,Powiat włocławski,2021,13665,24163,22784
0418000,Powiat włocławski,2022,13505,23872,22714
0418000,Powiat włocławski,2023,13414,23600,22730
0418000,Powiat włocławski,2024,13354,23156,22834
0419000,Powiat żniński,2013,15045,19860,18607
0419000,Powiat żniński,2014,14603,20112,18872
0419000,Powiat żniński,2015,14067,20402,19031
0419000,Powiat żniński,2016,13682,20586,18846
0419000,Powiat żniński,2017,13301,20729,18771
0419000,Powiat żniński,2018,12975,20858,18607
0419000,Powiat żniński,2019,12545,20927,18320
0419000,Powiat żniński,2020,11280,20390,18053
0419000,Powiat żniński,2021,11121,20312,17862
0419000,Powiat żniński,2022,10918,20142,17718
0419000,Powiat żniński,2023,10870,19941,17621
0419000,Powiat żniński,2024,10910,19649,17535
0461000,Powiat m. Bydgoszcz,2013,67374,102927,100322
0461000,Powiat m. Bydgoszcz,2014,63918,104274,100334
0461000,Powiat m. Bydgoszcz,2015,60553,105406,100487
0461000,Powiat m. Bydgoszcz,2016,57555,106587,98880
0461000,Powiat m. Bydgoszcz,2017,54773,107182,97171
0461000,Powiat m. Bydgoszcz,2018,52251,107462,95236
0461000,Powiat m. Bydgoszcz,2019,50546,107463,93025
0461000,Powiat m. Bydgoszcz,2020,49625,105408,88187
0461000,Powiat m. Bydgoszcz,2021,47479,104633,86129
0461000,Powiat m. Bydgoszcz,2022,45946,103615,84460
0461000,Powiat m. Bydgoszcz,2023,44703,102442,83252
0461000,Powiat m. Bydgoszcz,2024,43913,101140,82123
0462000,Powiat m. Grudziądz,2013,18651,27094,27359
0462000,Powiat m. Grudziądz,2014,17702,27311,27610
0462000,Powiat m. Grudziądz,2015,16918,27376,27827
0462000,Powiat m. Grudziądz,2016,16427,27410,27680
0462000,Powiat m. Grudziądz,2017,15842,27537,27329
0462000,Powiat m. Grudziądz,2018,15254,27642,26879
0462000,Powiat m. Grudziądz,2019,14750,27508,26451
0462000,Powiat m. Grudziądz,2020,12982,27544,25718
0462000,Powiat m. Grudziądz,2021,12615,27386,25135
0462000,Powiat m. Grudziądz,2022,12425,27013,24746
0462000,Powiat m. Grudziądz,2023,12437,26564,24309
0462000,Powiat m. Grudziądz,2024,12380,26069,24008
0463000,Powiat m. Toruń,2013,40582,59207,55481
0463000,Powiat m. Toruń,2014,38540,60504,55595
0463000,Powiat m. Toruń,2015,36451,61615,55927
0463000,Powiat m. Toruń,2016,34880,62523,55214
0463000,Powiat m. Toruń,2017,33389,63398,54371
0463000,Powiat m. Toruń,2018,32333,63569,53356
0463000,Powiat m. Toruń,2019,30872,64030,52239
0463000,Powiat m. Toruń,2020,30884,63567,50551
0463000,Powiat m. Toruń,2021,29402,63581,49480
0463000,Powiat m. Toruń,2022,28346,63322,48894
0463000,Powiat m. Toruń,2023,27668,62973,48292
0463000,Powiat m. Toruń,2024,27305,62542,47798
0464000,Powiat m. Włocławek,2013,21088,33272,33739
0464000,Powiat m. Włocławek,2014,20204,33235,33875
0464000,Powiat m. Włocławek,2015,19400,33263,33726
0464000,Powiat m. Włocławek,2016,18744,33345,33061
0464000,Powiat m. Włocławek,2017,18298,33189,32427
0464000,Powiat m. Włocławek,2018,17710,32957,31690
0464000,Powiat m. Włocławek,2019,17187,32554,31032
0464000,Powiat m. Włocławek,2020,14509,31739,30232
0464000,Powiat m. Włocławek,2021,14063,30941,29713
0464000,Powiat m. Włocławek,2022,13770,30182,29129
0464000,Powiat m. Włocławek,2023,13653,29375,28687
0464000,Powiat m. Włocławek,2024,13601,28432,28411
0601000,Powiat bialski,2013,25386,30907,25912
0601000,Powiat bialski,2014,24859,31044,26334
0601000,Powiat bialski,2015,24448,31098,26751
0601000,Powiat bialski,2016,23989,31307,27096
0601000,Powiat bialski,2017,23349,31338,27252
0601000,Powiat bialski,2018,22693,31348,27223
0601000,Powiat bialski,2019,22041,31296,27287
0601000,Powiat bialski,2020,19021,30538,27157
0601000,Powiat bialski,2021,18663,30378,27105
0601000,Powiat bialski,2022,18463,30117,27058
0601000,Powiat bialski,2023,18338,29689,27183
0601000,Powiat bialski,2024,18281,29155,27245
0602000,Powiat biłgorajski,2013,22181,29022,25198
0602000,Powiat biłgorajski,2014,21392,29290,25570
0602000,Powiat biłgorajski,2015,20931,29443,25915
0602000,Powiat biłgorajski,2016,20320,29631,25979
0602000,Powiat biłgorajski,2017,19865,29699,25921
0602000,Powiat biłgorajski,2018,19253,29790,25779
0602000,Powiat biłgorajski,2019,18672,29847,25697
0602000,Powiat biłgorajski,2020,16614,29396,25519
0602000,Powiat biłgorajski,2021,16237,29141,25307
0602000,Powiat biłgorajski,2022,15937,28759,25256
0602000,Powiat biłgorajski,2023,15854,28174,25173
0602000,Powiat biłgorajski,2024,15685,27661,25155
0603000,Powiat chełmski,2013,17701,22145,19316
0603000,Powiat chełmski,2014,17330,22453,19557
0603000,Powiat chełmski,2015,16870,22654,19841
0603000,Powiat chełmski,2016,16365,22817,20011
0603000,Powiat chełmski,2017,15861,22910,19987
0603000,Powiat chełmski,2018,15340,23055,19933
0603000,Powiat chełmski,2019,14832,23157,19936
0603000,Powiat chełmski,2020,12832,22435,19862
0603000,Powiat chełmski,2021,12516,22390,19735
0603000,Powiat chełmski,2022,12294,22267,19613
0603000,Powiat chełmski,2023,12214,21914,19634
0603000,Powiat chełmski,2024,12158,21606,19539
0604000,Powiat hrubieszowski,2013,13961,18199,17580
0604000,Powiat hrubieszowski,2014,13470,18152,17724
0604000,Powiat hrubieszowski,2015,13006,18219,17785
0604000,Powiat hrubieszowski,2016,12598,18148,17706
0604000,Powiat hrubieszowski,2017,12173,18017,17530
0604000,Powiat hrubieszowski,2018,11698,17946,17341
0604000,Powiat hrubieszowski,2019,11283,17739,17105
0604000,Powiat hrubieszowski,2020,9571,16835,16788
0604000,Powiat hrubieszowski,2021,9229,16694,16514
0604000,Powiat hrubieszowski,2022,9059,16295,16323
0604000,Powiat hrubieszowski,2023,8964,15866,16163
0604000,Powiat hrubieszowski,2024,8891,15424,15918
0605000,Powiat janowski,2013,10036,13183,11401
0605000,Powiat janowski,2014,9882,13172,11561
0605000,Powiat janowski,2015,9712,13231,11601
0605000,Powiat janowski,2016,9516,13167,11674
0605000,Powiat janowski,2017,9222,13161,11661
0605000,Powiat janowski,2018,9023,13137,11607
0605000,Powiat janowski,2019,8810,12994,11592
0605000,Powiat janowski,2020,7738,12458,11554
0605000,Powiat janowski,2021,7551,12329,11446
0605000,Powiat janowski,2022,7393,12119,11452
0605000,Powiat janowski,2023,7364,11892,11496
0605000,Powiat janowski,2024,7260,11605,11538
0606000,Powiat krasnostawski,2013,13187,17832,17839
0606000,Powiat krasnostawski,2014,12790,17933,17907
0606000,Powiat krasnostawski,2015,12340,18061,17823
0606000,Powiat krasnostawski,2016,11969,18074,17737
0606000,Powiat krasnostawski,2017,11563,18115,17535
0606000,Powiat krasnostawski,2018,11223,18091,17247
0606000,Powiat krasnostawski,2019,10833,18005,17084
0606000,Powiat krasnostawski,2020,9440,17460,16923
0606000,Powiat krasnostawski,2021,9160,17360,16531
0606000,Powiat krasnostawski,2022,9030,17142,16317
0606000,Powiat krasnostawski,2023,8924,16836,16059
0606000,Powiat krasnostawski,2024,8833,16442,15929
0607000,Powiat kraśnicki,2013,20166,27441,24928
0607000,Powiat kraśnicki,2014,19513,27651,25218
0607000,Powiat kraśnicki,2015,18986,27825,25278
0607000,Powiat kraśnicki,2016,18526,27834,25320
0607000,Powiat kraśnicki,2017,18116,27847,25241
0607000,Powiat kraśnicki,2018,17493,27940,25142
0607000,Powiat kraśnicki,2019,16965,27773,25025
0607000,Powiat kraśnicki,2020,14738,26792,24649
0607000,Powiat kraśnicki,2021,14331,26523,24357
0607000,Powiat kraśnicki,2022,14150,26130,24121
0607000,Powiat kraśnicki,2023,14023,25624,23885
0607000,Powiat kraśnicki,2024,13892,25017,23789
0608000,Powiat lubartowski,2013,18953,25511,21840
0608000,Powiat lubartowski,2014,18527,25707,22021
0608000,Powiat lubartowski,2015,18026,25885,22143
0608000,Powiat lubartowski,2016,17551,26091,22176
0608000,Powiat lubartowski,2017,17094,26161,22172
0608000,Powiat lubartowski,2018,16641,26275,22152
0608000,Powiat lubartowski,2019,16190,26186,22203
0608000,Powiat lubartowski,2020,14529,25557,21970
0608000,Powiat lubartowski,2021,14245,25361,21788
0608000,Powiat lubartowski,2022,14010,25196,21592
0608000,Powiat lubartowski,2023,13992,24748,21588
0608000,Powiat lubartowski,2024,13870,24367,21549
0609000,Powiat lubelski,2013,31798,43882,34474
0609000,Powiat lubelski,2014,31356,44762,35057
0609000,Powiat lubelski,2015,30786,45555,35588
0609000,Powiat lubelski,2016,30263,46196,36152
0609000,Powiat lubelski,2017,29800,46793,36523
0609000,Powiat lubelski,2018,29280,47220,36923
0609000,Powiat lubelski,2019,28882,47653,37384
0609000,Powiat lubelski,2020,27250,49926,38864
0609000,Powiat lubelski,2021,27134,50193,39136
0609000,Powiat lubelski,2022,27101,50360,39668
0609000,Powiat lubelski,2023,27484,50293,40254
0609000,Powiat lubelski,2024,27876,50012,40927
0610000,Powiat łęczyński,2013,13537,16253,14115
0610000,Powiat łęczyński,2014,12956,16482,14418
0610000,Powiat łęczyński,2015,12404,16675,14673
0610000,Powiat łęczyński,2016,11867,16904,14904
0610000,Powiat łęczyński,2017,11458,17059,14951
0610000,Powiat łęczyński,2018,11026,17285,14915
0610000,Powiat łęczyński,2019,10532,17477,14876
0610000,Powiat łęczyński,2020,9433,17434,14641
0610000,Powiat łęczyński,2021,9130,17578,14422
0610000,Powiat łęczyński,2022,8943,17572,14331
0610000,Powiat łęczyński,2023,8869,17461,14212
0610000,Powiat łęczyński,2024,8892,17224,14179
0611000,Powiat łukowski,2013,25263,29497,24606
0611000,Powiat łukowski,2014,24547,29756,24864
0611000,Powiat łukowski,2015,23995,29937,25123
0611000,Powiat łukowski,2016,23407,30029,25346
0611000,Powiat łukowski,2017,22661,30163,25300
0611000,Powiat łukowski,2018,21940,30358,25206
0611000,Powiat łukowski,2019,21142,30426,25047
0611000,Powiat łukowski,2020,18596,29272,24701
0611000,Powiat łukowski,2021,18165,29202,24459
0611000,Powiat łukowski,2022,17986,28888,24428
0611000,Powiat łukowski,2023,17977,28441,24350
0611000,Powiat łukowski,2024,17905,27860,24424
0612000,Powiat opolski,2013,12933,16854,15899
0612000,Powiat opolski,2014,12595,16989,15956
0612000,Powiat opolski,2015,12218,17000,15935
0612000,Powiat opolski,2016,11787,17114,15844
0612000,Powiat opolski,2017,11433,17122,15793
0612000,Powiat opolski,2018,11027,17164,15583
0612000,Powiat opolski,2019,10556,17177,15391
0612000,Powiat opolski,2020,9377,16631,15227
0612000,Powiat opolski,2021,9190,16542,14976
0612000,Powiat opolski,2022,9069,16386,14802
0612000,Powiat opolski,2023,8953,16139,14644
0612000,Powiat opolski,2024,8914,15769,14527
0613000,Powiat parczewski,2013,7688,9730,9087
0613000,Powiat parczewski,2014,7394,9811,9142
0613000,Powiat parczewski,2015,7169,9887,9203
0613000,Powiat parczewski,2016,6980,9911,9236
0613000,Powiat parczewski,2017,6721,9908,9191
0613000,Powiat parczewski,2018,6519,9856,9177
0613000,Powiat parczewski,2019,6296,9807,9094
0613000,Powiat parczewski,2020,5471,9689,8924
0613000,Powiat parczewski,2021,5347,9587,8751
0613000,Powiat parczewski,2022,5203,9506,8652
0613000,Powiat parczewski,2023,5121,9294,8584
0613000,Powiat parczewski,2024,5046,9102,8515
0614000,Powiat puławski,2013,22801,32468,30735
0614000,Powiat puławski,2014,22031,32535,30879
0614000,Powiat puławski,2015,21446,32507,30973
0614000,Powiat puławski,2016,21030,32380,30856
0614000,Powiat puławski,2017,20386,32228,30712
0614000,Powiat puławski,2018,19962,32093,30472
0614000,Powiat puławski,2019,19338,31851,30378
0614000,Powiat puławski,2020,16813,31107,29914
0614000,Powiat puławski,2021,16469,30624,29536
0614000,Powiat puławski,2022,16168,30146,29299
0614000,Powiat puławski,2023,16037,29573,29030
0614000,Powiat puławski,2024,16023,28924,29061
0615000,Powiat radzyński,2013,13357,16573,14580
0615000,Powiat radzyński,2014,12994,16641,14748
0615000,Powiat radzyński,2015,12648,16717,14902
0615000,Powiat radzyński,2016,12295,16784,14996
0615000,Powiat radzyński,2017,11923,16873,14955
0615000,Powiat radzyński,2018,11735,16763,14928
0615000,Powiat radzyński,2019,11342,16657,14902
0615000,Powiat radzyński,2020,9977,16046,14701
0615000,Powiat radzyński,2021,9741,15841,14503
0615000,Powiat radzyński,2022,9637,15695,14466
0615000,Powiat radzyński,2023,9527,15411,14364
0615000,Powiat radzyński,2024,9528,15101,14337
0616000,Powiat rycki,2013,12791,15514,15008
0616000,Powiat rycki,2014,12386,15536,15156
0616000,Powiat rycki,2015,11950,15652,15207
0616000,Powiat rycki,2016,11607,15608,15189
0616000,Powiat rycki,2017,11274,15615,15097
0616000,Powiat rycki,2018,10737,15588,14924
0616000,Powiat rycki,2019,10519,15537,14771
0616000,Powiat rycki,2020,8891,14625,14381
0616000,Powiat rycki,2021,8610,14455,14155
0616000,Powiat rycki,2022,8564,14257,13865
0616000,Powiat rycki,2023,8487,14041,13606
0616000,Powiat rycki,2024,8441,13756,13380
0617000,Powiat świdnicki,2013,13984,21175,19421
0617000,Powiat świdnicki,2014,13399,21373,19439
0617000,Powiat świdnicki,2015,12980,21510,19415
0617000,Powiat świdnicki,2016,12561,21670,19323
0617000,Powiat świdnicki,2017,12155,21763,19126
0617000,Powiat świdnicki,2018,11740,21807,18910
0617000,Powiat świdnicki,2019,11341,21753,18842
0617000,Powiat świdnicki,2020,10407,21449,18563
0617000,Powiat świdnicki,2021,10195,21162,18363
0617000,Powiat świdnicki,2022,10053,20875,18155
0617000,Powiat świdnicki,2023,10044,20638,18079
0617000,Powiat świdnicki,2024,10096,20336,18000
0618000,Powiat tomaszowski,2013,18617,23857,21880
0618000,Powiat tomaszowski,2014,17935,24014,22078
0618000,Powiat tomaszowski,2015,17253,24077,22307
0618000,Powiat tomaszowski,2016,16801,24026,22446
0618000,Powiat tomaszowski,2017,16303,23954,22373
0618000,Powiat tomaszowski,2018,15756,23897,22238
0618000,Powiat tomaszowski,2019,15212,23731,22126
0618000,Powiat tomaszowski,2020,13016,23130,21825
0618000,Powiat tomaszowski,2021,12599,22844,21633
0618000,Powiat tomaszowski,2022,12329,22475,21597
0618000,Powiat tomaszowski,2023,12204,22036,21486
0618000,Powiat tomaszowski,2024,12051,21501,21359
0619000,Powiat włodawski,2013,8501,10863,10343
0619000,Powiat włodawski,2014,8170,10948,10494
0619000,Powiat włodawski,2015,7928,11038,10583
0619000,Powiat włodawski,2016,7615,11111,10641
0619000,Powiat włodawski,2017,7303,11056,10630
0619000,Powiat włodawski,2018,7066,11065,10520
0619000,Powiat włodawski,2019,6807,11024,10347
0619000,Powiat włodawski,2020,5751,10648,10135
0619000,Powiat włodawski,2021,5605,10476,10002
0619000,Powiat włodawski,2022,5498,10353,9874
0619000,Powiat włodawski,2023,5487,10079,9764
0619000,Powiat włodawski,2024,5439,9838,9675
0620000,Powiat zamojski,2013,23857,29628,26368
0620000,Powiat zamojski,2014,23360,29744,26819
0620000,Powiat zamojski,2015,22773,30033,27167
0620000,Powiat zamojski,2016,22203,30194,27273
0620000,Powiat zamojski,2017,21694,30317,27302
0620000,Powiat zamojski,2018,21116,30332,27231
0620000,Powiat zamojski,2019,20379,30288,27306
0620000,Powiat zamojski,2020,17511,29622,27497
0620000,Powiat zamojski,2021,17051,29487,27307
0620000,Powiat zamojski,2022,16725,29243,27352
0620000,Powiat zamojski,2023,16688,28835,27336
0620000,Powiat zamojski,2024,16648,28372,27329
0661000,Powiat m. Biała Podlaska,2013,12756,16538,15520
0661000,Powiat m. Biała Podlaska,2014,12240,16622,15728
0661000,Powiat m. Biała Podlaska,2015,11725,16744,15925
0661000,Powiat m. Biała Podlaska,2016,11163,16918,16006
0661000,Powiat m. Biała Podlaska,2017,10775,17133,16004
0661000,Powiat m. Biała Podlaska,2018,10194,17306,15882
0661000,Powiat m. Biała Podlaska,2019,9680,17444,15816
0661000,Powiat m. Biała Podlaska,2020,8629,16851,15435
0661000,Powiat m. Biała Podlaska,2021,8402,16700,15149
0661000,Powiat m. Biała Podlaska,2022,8247,16474,14889
0661000,Powiat m. Biała Podlaska,2023,8153,16258,14613
0661000,Powiat m. Biała Podlaska,2024,8065,15812,14463
0662000,Powiat m. Chełm,2013,13024,18905,18840
0662000,Powiat m. Chełm,2014,12350,18808,18980
0662000,Powiat m. Chełm,2015,11667,18818,19054
0662000,Powiat m. Chełm,2016,11195,18773,18975
0662000,Powiat m. Chełm,2017,10660,18820,18761
0662000,Powiat m. Chełm,2018,10132,18761,18505
0662000,Powiat m. Chełm,2019,9613,18557,18190
0662000,Powiat m. Chełm,2020,8148,18034,17593
0662000,Powiat m. Chełm,2021,7867,17722,17202
0662000,Powiat m. Chełm,2022,7657,17254,16906
0662000,Powiat m. Chełm,2023,7538,16866,16557
0662000,Powiat m. Chełm,2024,7487,16335,16303
0663000,Powiat m. Lublin,2013,67586,100320,91373
0663000,Powiat m. Lublin,2014,63409,101761,91264
0663000,Powiat m. Lublin,2015,59615,103426,91074
0663000,Powiat m. Lublin,2016,56501,105197,90373
0663000,Powiat m. Lublin,2017,53368,106733,89089
0663000,Powiat m. Lublin,2018,50819,107921,87870
0663000,Powiat m. Lublin,2019,48816,109007,86546
0663000,Powiat m. Lublin,2020,53613,104863,82217
0663000,Powiat m. Lublin,2021,51672,105071,80849
0663000,Powiat m. Lublin,2022,50080,105122,79633
0663000,Powiat m. Lublin,2023,48701,104959,78687
0663000,Powiat m. Lublin,2024,47497,104507,78166
0664000,Powiat m. Zamość,2013,13709,18399,18388
0664000,Powiat m. Zamość,2014,13041,18638,18554
