powiat_code,powiat_name,year,female_population,male_population,gender_ratio
414000,Powiat świecki,2024,48008,46350,96.55
415000,Powiat toruński,2013,51121,49851,97.52
415000,Powiat toruński,2014,51713,50454,97.57
415000,Powiat toruński,2015,52421,50976,97.24
415000,Powiat toruński,2016,53002,51475,97.12
415000,Powiat toruński,2017,53586,52045,97.12
415000,Powiat toruński,2018,54244,52691,97.14
415000,Powiat toruński,2019,54926,53419,97.26
415000,Powiat toruński,2020,56249,55147,98.04
415000,Powiat toruński,2021,56854,55702,97.97
415000,Powiat toruński,2022,57309,56256,98.16
415000,Powiat toruński,2023,57653,56650,98.26
415000,Powiat toruński,2024,57947,57009,98.38
416000,Powiat tucholski,2013,24190,24093,99.6
416000,Powiat tucholski,2014,24239,24142,99.6
416000,Powiat tucholski,2015,24267,24114,99.37
416000,Powiat tucholski,2016,24292,24124,99.31
416000,Powiat tucholski,2017,24271,24167,99.57
416000,Powiat tucholski,2018,24199,24175,99.9
416000,Powiat tucholski,2019,24189,24194,100.02
416000,Powiat tucholski,2020,23757,23696,99.74
416000,Powiat tucholski,2021,23643,23564,99.67
416000,Powiat tucholski,2022,23621,23488,99.44
416000,Powiat tucholski,2023,23533,23384,99.37
416000,Powiat tucholski,2024,23476,23287,99.19
417000,Powiat wąbrzeski,2013,17789,17245,96.94
417000,Powiat wąbrzeski,2014,17691,17166,97.03
417000,Powiat wąbrzeski,2015,17739,17105,96.43
417000,Powiat wąbrzeski,2016,17705,17047,96.28
417000,Powiat wąbrzeski,2017,17610,17002,96.55
417000,Powiat wąbrzeski,2018,17477,16936,96.9
417000,Powiat wąbrzeski,2019,17323,16871,97.39
417000,Powiat wąbrzeski,2020,16771,16449,98.08
417000,Powiat wąbrzeski,2021,16680,16349,98.02
417000,Powiat wąbrzeski,2022,16586,16170,97.49
417000,Powiat wąbrzeski,2023,16451,15969,97.07
417000,Powiat wąbrzeski,2024,16356,15799,96.59
418000,Powiat włocławski,2013,43799,43121,98.45
418000,Powiat włocławski,2014,43785,43024,98.26
418000,Powiat włocławski,2015,43796,42962,98.1
418000,Powiat włocławski,2016,43739,42866,98.0
418000,Powiat włocławski,2017,43731,42873,98.04
418000,Powiat włocławski,2018,43576,42776,98.16
418000,Powiat włocławski,2019,43365,42672,98.4
418000,Powiat włocławski,2020,42160,41421,98.25
418000,Powiat włocławski,2021,41892,41154,98.24
418000,Powiat włocławski,2022,41700,40899,98.08
418000,Powiat włocławski,2023,41533,40618,97.8
418000,Powiat włocławski,2024,41213,40378,97.97
419000,Powiat żniński,2013,35741,35051,98.07
419000,Powiat żniński,2014,35727,34969,97.88
419000,Powiat żniński,2015,35714,34892,97.7
419000,Powiat żniński,2016,35673,34855,97.71
419000,Powiat żniński,2017,35654,34880,97.83
419000,Powiat żniński,2018,35605,34808,97.76
419000,Powiat żniński,2019,35446,34744,98.02
419000,Powiat żniński,2020,34781,33845,97.31
419000,Powiat żniński,2021,34675,33682,97.14
419000,Powiat żniński,2022,34471,33465,97.08
419000,Powiat żniński,2023,34289,33247,96.96
419000,Powiat żniński,2024,34097,32983,96.73
461000,Powiat m. Bydgoszcz,2013,190313,169115,88.86
461000,Powiat m. Bydgoszcz,2014,189346,168306,88.89
461000,Powiat m. Bydgoszcz,2015,188321,167324,88.85
461000,Powiat m. Bydgoszcz,2016,187529,166409,88.74
461000,Powiat m. Bydgoszcz,2017,186657,165656,88.75
461000,Powiat m. Bydgoszcz,2018,185424,164754,88.85
461000,Powiat m. Bydgoszcz,2019,184486,163704,88.74
461000,Powiat m. Bydgoszcz,2020,180314,158754,88.04
461000,Powiat m. Bydgoszcz,2021,177797,156229,87.87
461000,Powiat m. Bydgoszcz,2022,175736,154302,87.8
461000,Powiat m. Bydgoszcz,2023,173984,152450,87.62
461000,Powiat m. Bydgoszcz,2024,172829,151214,87.49
462000,Powiat m. Grudziądz,2013,51114,46562,91.09
462000,Powiat m. Grudziądz,2014,50914,46262,90.86
462000,Powiat m. Grudziądz,2015,50498,45821,90.74
462000,Powiat m. Grudziądz,2016,50318,45646,90.72
462000,Powiat m. Grudziądz,2017,50126,45503,90.78
462000,Powiat m. Grudziądz,2018,49788,45257,90.9
462000,Powiat m. Grudziądz,2019,49446,44922,90.85
462000,Powiat m. Grudziądz,2020,47973,43316,90.29
462000,Powiat m. Grudziądz,2021,47514,42761,90.0
462000,Powiat m. Grudziądz,2022,47082,42368,89.99
462000,Powiat m. Grudziądz,2023,46705,41953,89.83
462000,Powiat m. Grudziądz,2024,46146,41550,90.04
463000,Powiat m. Toruń,2013,108932,94515,86.77
463000,Powiat m. Toruń,2014,108797,94361,86.73
463000,Powiat m. Toruń,2015,108442,94247,86.91
463000,Powiat m. Toruń,2016,108291,94230,87.02
463000,Powiat m. Toruń,2017,108293,94269,87.05
463000,Powiat m. Toruń,2018,108110,93964,86.92
463000,Powiat m. Toruń,2019,107804,93643,86.86
463000,Powiat m. Toruń,2020,106343,92458,86.94
463000,Powiat m. Toruń,2021,105411,91701,86.99
463000,Powiat m. Toruń,2022,104672,91018,86.96
463000,Powiat m. Toruń,2023,104307,90464,86.73
463000,Powiat m. Toruń,2024,103726,89991,86.76
464000,Powiat m. Włocławek,2013,60628,54257,89.49
464000,Powiat m. Włocławek,2014,60145,53794,89.44
464000,Powiat m. Włocławek,2015,59747,53294,89.2
464000,Powiat m. Włocławek,2016,59479,53004,89.11
464000,Powiat m. Włocławek,2017,59119,52633,89.03
464000,Powiat m. Włocławek,2018,58664,52138,88.88
464000,Powiat m. Włocławek,2019,58271,51612,88.57
464000,Powiat m. Włocławek,2020,56060,49120,87.62
464000,Powiat m. Włocławek,2021,55179,48356,87.63
464000,Powiat m. Włocławek,2022,54479,47623,87.42
464000,Powiat m. Włocławek,2023,53798,47009,87.38
464000,Powiat m. Włocławek,2024,53185,46289,87.03
601000,Powiat bialski,2013,57149,56187,98.32
601000,Powiat bialski,2014,56950,55951,98.25
601000,Powiat bialski,2015,56689,55818,98.46
601000,Powiat bialski,2016,56603,55795,98.57
601000,Powiat bialski,2017,56363,55559,98.57
601000,Powiat bialski,2018,56037,55354,98.78
601000,Powiat bialski,2019,55678,55094,98.95
601000,Powiat bialski,2020,53602,53429,99.68
601000,Powiat bialski,2021,53122,53072,99.91
601000,Powiat bialski,2022,52806,52724,99.84
601000,Powiat bialski,2023,52482,52367,99.78
601000,Powiat bialski,2024,52123,51985,99.74
602000,Powiat biłgorajski,2013,52444,50922,97.1
602000,Powiat biłgorajski,2014,52256,50685,96.99
602000,Powiat biłgorajski,2015,52071,50576,97.13
602000,Powiat biłgorajski,2016,51881,50391,97.13
602000,Powiat biłgorajski,2017,51695,50254,97.21
602000,Powiat biłgorajski,2018,51430,50005,97.23
602000,Powiat biłgorajski,2019,51154,49765,97.28
602000,Powiat biłgorajski,2020,50216,48616,96.81
602000,Powiat biłgorajski,2021,49675,48096,96.82
602000,Powiat biłgorajski,2022,49322,47733,96.78
602000,Powiat biłgorajski,2023,48835,47323,96.9
602000,Powiat biłgorajski,2024,48379,46840,96.82
603000,Powiat chełmski,2013,40307,39266,97.42
603000,Powiat chełmski,2014,40375,39244,97.2
603000,Powiat chełmski,2015,40253,39124,97.2
603000,Powiat chełmski,2016,40109,38979,97.18
603000,Powiat chełmski,2017,39795,38784,97.46
603000,Powiat chełmski,2018,39620,38608,97.45
603000,Powiat chełmski,2019,39452,38562,97.74
603000,Powiat chełmski,2020,38059,37404,98.28
603000,Powiat chełmski,2021,37695,37162,98.59
603000,Powiat chełmski,2022,37421,36937,98.71
603000,Powiat chełmski,2023,37080,36625,98.77
603000,Powiat chełmski,2024,36806,36311,98.66
604000,Powiat hrubieszowski,2013,34251,32906,96.07
604000,Powiat hrubieszowski,2014,33899,32613,96.21
604000,Powiat hrubieszowski,2015,33617,32322,96.15
604000,Powiat hrubieszowski,2016,33239,31956,96.14
604000,Powiat hrubieszowski,2017,32823,31605,96.29
604000,Powiat hrubieszowski,2018,32449,31249,96.3
604000,Powiat hrubieszowski,2019,32035,30812,96.18
604000,Powiat hrubieszowski,2020,30443,29208,95.94
604000,Powiat hrubieszowski,2021,29930,28697,95.88
604000,Powiat hrubieszowski,2022,29385,28209,96.0
604000,Powiat hrubieszowski,2023,28964,27819,96.05
604000,Powiat hrubieszowski,2024,28517,27394,96.06
605000,Powiat janowski,2013,23855,23441,98.26
605000,Powiat janowski,2014,23777,23329,98.12
605000,Powiat janowski,2015,23688,23207,97.97
605000,Powiat janowski,2016,23553,23043,97.83
605000,Powiat janowski,2017,23392,22914,97.96
605000,Powiat janowski,2018,23246,22811,98.13
605000,Powiat janowski,2019,23025,22684,98.52
605000,Powiat janowski,2020,22287,21872,98.14
605000,Powiat janowski,2021,22033,21605,98.06
605000,Powiat janowski,2022,21770,21418,98.38
605000,Powiat janowski,2023,21598,21198,98.15
605000,Powiat janowski,2024,21341,20919,98.02
606000,Powiat krasnostawski,2013,34198,32361,94.63
606000,Powiat krasnostawski,2014,33922,32069,94.54
606000,Powiat krasnostawski,2015,33608,31814,94.66
606000,Powiat krasnostawski,2016,33323,31598,94.82
606000,Powiat krasnostawski,2017,33037,31395,95.03
606000,Powiat krasnostawski,2018,32808,31117,94.85
606000,Powiat krasnostawski,2019,32453,30805,94.92
606000,Powiat krasnostawski,2020,31407,29821,94.95
606000,Powiat krasnostawski,2021,30909,29360,94.99
606000,Powiat krasnostawski,2022,30648,29106,94.97
606000,Powiat krasnostawski,2023,30291,28750,94.91
606000,Powiat krasnostawski,2024,29874,28433,95.18
607000,Powiat kraśnicki,2013,50579,48170,95.24
607000,Powiat kraśnicki,2014,50359,47823,94.96
607000,Powiat kraśnicki,2015,50053,47516,94.93
607000,Powiat kraśnicki,2016,49825,47244,94.82
607000,Powiat kraśnicki,2017,49611,46963,94.66
607000,Powiat kraśnicki,2018,49368,46675,94.55
607000,Powiat kraśnicki,2019,49017,46331,94.52
607000,Powiat kraśnicki,2020,47498,44649,94.0
607000,Powiat kraśnicki,2021,46898,44106,94.05
607000,Powiat kraśnicki,2022,46418,43667,94.07
607000,Powiat kraśnicki,2023,45981,43234,94.03
607000,Powiat kraśnicki,2024,45433,42765,94.13
608000,Powiat lubartowski,2013,45981,44084,95.87
608000,Powiat lubartowski,2014,45824,43925,95.86
608000,Powiat lubartowski,2015,45753,43749,95.62
608000,Powiat lubartowski,2016,45687,43639,95.52
608000,Powiat lubartowski,2017,45535,43505,95.54
608000,Powiat lubartowski,2018,45429,43360,95.45
608000,Powiat lubartowski,2019,45173,43179,95.59
608000,Powiat lubartowski,2020,43921,42029,95.69
608000,Powiat lubartowski,2021,43475,41671,95.85
608000,Powiat lubartowski,2022,43136,41442,96.07
608000,Powiat lubartowski,2023,42853,41122,95.96
608000,Powiat lubartowski,2024,42559,40826,95.93
609000,Powiat lubelski,2013,76365,73116,95.75
609000,Powiat lubelski,2014,76803,73556,95.77
609000,Powiat lubelski,2015,77185,73993,95.86
609000,Powiat lubelski,2016,77700,74553,95.95
609000,Powiat lubelski,2017,78290,75090,95.91
609000,Powiat lubelski,2018,78777,75610,95.98
609000,Powiat lubelski,2019,79364,76202,96.02
609000,Powiat lubelski,2020,82294,79139,96.17
609000,Powiat lubelski,2021,82608,79521,96.26
609000,Powiat lubelski,2022,83069,80140,96.47
609000,Powiat lubelski,2023,83655,80814,96.6
609000,Powiat lubelski,2024,84114,81245,96.59
610000,Powiat łęczyński,2013,29316,28271,96.44
610000,Powiat łęczyński,2014,29268,28276,96.61
610000,Powiat łęczyński,2015,29239,28162,96.32
610000,Powiat łęczyński,2016,29248,28172,96.32
610000,Powiat łęczyński,2017,29253,28208,96.43
610000,Powiat łęczyński,2018,29270,28187,96.3
610000,Powiat łęczyński,2019,29209,28122,96.28
610000,Powiat łęczyński,2020,28781,27661,96.11
610000,Powiat łęczyński,2021,28653,27509,96.01
610000,Powiat łęczyński,2022,28483,27443,96.35
610000,Powiat łęczyński,2023,28391,27330,96.26
610000,Powiat łęczyński,2024,28312,27219,96.14
611000,Powiat łukowski,2013,54953,54372,98.94
611000,Powiat łukowski,2014,54693,54218,99.13
611000,Powiat łukowski,2015,54564,54033,99.03
611000,Powiat łukowski,2016,54429,53870,98.97
611000,Powiat łukowski,2017,54236,53660,98.94
611000,Powiat łukowski,2018,54002,53447,98.97
611000,Powiat łukowski,2019,53713,53103,98.86
611000,Powiat łukowski,2020,51837,50944,98.28
611000,Powiat łukowski,2021,51511,50610,98.25
611000,Powiat łukowski,2022,51265,50271,98.06
611000,Powiat łukowski,2023,50997,49962,97.97
611000,Powiat łukowski,2024,50638,49592,97.93
612000,Powiat opolski,2013,31540,30263,95.95
612000,Powiat opolski,2014,31439,30103,95.75
612000,Powiat opolski,2015,31165,29799,95.62
612000,Powiat opolski,2016,30966,29620,95.65
612000,Powiat opolski,2017,30791,29475,95.73
612000,Powiat opolski,2018,30564,29162,95.41
612000,Powiat opolski,2019,30275,28933,95.57
612000,Powiat opolski,2020,29413,27962,95.07
612000,Powiat opolski,2021,29121,27605,94.79
612000,Powiat opolski,2022,28821,27342,94.87
612000,Powiat opolski,2023,28545,27105,94.96
612000,Powiat opolski,2024,28274,26804,94.8
613000,Powiat parczewski,2013,18216,17828,97.87
613000,Powiat parczewski,2014,18056,17754,98.33
613000,Powiat parczewski,2015,17987,17641,98.08
613000,Powiat parczewski,2016,17868,17573,98.35
613000,Powiat parczewski,2017,17706,17434,98.46
613000,Powiat parczewski,2018,17614,17340,98.44
613000,Powiat parczewski,2019,17466,17245,98.73
613000,Powiat parczewski,2020,16998,16493,97.03
613000,Powiat parczewski,2021,16677,16257,97.48
613000,Powiat parczewski,2022,16512,16096,97.48
613000,Powiat parczewski,2023,16343,15880,97.17
613000,Powiat parczewski,2024,16148,15684,97.13
614000,Powiat puławski,2013,60339,55867,92.59
614000,Powiat puławski,2014,60126,55651,92.56
614000,Powiat puławski,2015,59891,55315,92.36
614000,Powiat puławski,2016,59693,55029,92.19
614000,Powiat puławski,2017,59487,54711,91.97
614000,Powiat puławski,2018,59255,54507,91.99
614000,Powiat puławski,2019,58992,54181,91.84
614000,Powiat puławski,2020,57382,52531,91.55
614000,Powiat puławski,2021,56766,51933,91.49
614000,Powiat puławski,2022,56413,51501,91.29
614000,Powiat puławski,2023,55990,51030,91.14
614000,Powiat puławski,2024,55538,50643,91.19
615000,Powiat radzyński,2013,30461,30409,99.83
615000,Powiat radzyński,2014,30340,30266,99.76
615000,Powiat radzyński,2015,30192,30095,99.68
615000,Powiat radzyński,2016,30033,29953,99.73
615000,Powiat radzyński,2017,29875,29765,99.63
615000,Powiat radzyński,2018,29692,29586,99.64
615000,Powiat radzyński,2019,29426,29432,100.02
615000,Powiat radzyński,2020,28348,28249,99.65
615000,Powiat radzyński,2021,28015,27881,99.52
615000,Powiat radzyński,2022,27836,27657,99.36
615000,Powiat radzyński,2023,27611,27410,99.27
615000,Powiat radzyński,2024,27352,27179,99.37
616000,Powiat rycki,2013,29145,28935,99.28
616000,Powiat rycki,2014,28970,28754,99.25
616000,Powiat rycki,2015,28738,28650,99.69
616000,Powiat rycki,2016,28609,28396,99.26
616000,Powiat rycki,2017,28444,28321,99.57
616000,Powiat rycki,2018,28191,27975,99.23
616000,Powiat rycki,2019,28045,27943,99.64
616000,Powiat rycki,2020,26889,26263,97.67
616000,Powiat rycki,2021,26617,25869,97.19
616000,Powiat rycki,2022,26361,25660,97.34
616000,Powiat rycki,2023,26133,25424,97.29
616000,Powiat rycki,2024,25816,25082,97.16
617000,Powiat świdnicki,2013,37827,35133,92.88
617000,Powiat świdnicki,2014,37815,34935,92.38
617000,Powiat świdnicki,2015,37761,34881,92.37
617000,Powiat świdnicki,2016,37646,34849,92.57
617000,Powiat świdnicki,2017,37619,34793,92.49
617000,Powiat świdnicki,2018,37389,34650,92.67
617000,Powiat świdnicki,2019,37304,34536,92.58
617000,Powiat świdnicki,2020,36749,34028,92.6
617000,Powiat świdnicki,2021,36439,33686,92.44
617000,Powiat świdnicki,2022,36201,33385,92.22
617000,Powiat świdnicki,2023,36045,33229,92.19
617000,Powiat świdnicki,2024,35886,33105,92.25
618000,Powiat tomaszowski,2013,44059,42877,97.32
618000,Powiat tomaszowski,2014,43804,42581,97.21
618000,Powiat tomaszowski,2015,43487,42218,97.08
618000,Powiat tomaszowski,2016,43181,41924,97.09
618000,Powiat tomaszowski,2017,42851,41578,97.03
618000,Powiat tomaszowski,2018,42460,41255,97.16
618000,Powiat tomaszowski,2019,42015,40747,96.98
618000,Powiat tomaszowski,2020,40652,39257,96.57
618000,Powiat tomaszowski,2021,40054,38751,96.75
618000,Powiat tomaszowski,2022,39635,38328,96.7
618000,Powiat tomaszowski,2023,39155,37861,96.7
618000,Powiat tomaszowski,2024,38736,37419,96.6
619000,Powiat włodawski,2013,20015,19552,97.69
619000,Powiat włodawski,2014,19942,19515,97.86
619000,Powiat włodawski,2015,19878,19402,97.61
619000,Powiat włodawski,2016,19790,19294,97.49
619000,Powiat włodawski,2017,19687,19166,97.35
619000,Powiat włodawski,2018,19601,19067,97.28
619000,Powiat włodawski,2019,19441,18912,97.28
619000,Powiat włodawski,2020,18520,18142,97.96
619000,Powiat włodawski,2021,18270,17899,97.97
619000,Powiat włodawski,2022,18083,17719,97.99
619000,Powiat włodawski,2023,17860,17539,98.2
619000,Powiat włodawski,2024,17643,17346,98.32
620000,Powiat zamojski,2013,55372,53826,97.21
620000,Powiat zamojski,2014,55239,53538,96.92
620000,Powiat zamojski,2015,55034,53359,96.96
620000,Powiat zamojski,2016,54810,53118,96.91
620000,Powiat zamojski,2017,54604,52961,96.99
620000,Powiat zamojski,2018,54242,52693,97.14
620000,Powiat zamojski,2019,53804,52318,97.24
620000,Powiat zamojski,2020,52260,50923,97.44
620000,Powiat zamojski,2021,51751,50430,97.45
620000,Powiat zamojski,2022,51341,50047,97.48
620000,Powiat zamojski,2023,51046,49707,97.38
620000,Powiat zamojski,2024,50728,49289,97.16
661000,Powiat m. Biała Podlaska,2013,29954,27704,92.49
661000,Powiat m. Biała Podlaska,2014,29899,27572,92.22
661000,Powiat m. Biała Podlaska,2015,29856,27558,92.3
661000,Powiat m. Biała Podlaska,2016,29828,27475,92.11
661000,Powiat m. Biała Podlaska,2017,29954,27591,92.11
661000,Powiat m. Biała Podlaska,2018,29897,27455,91.83
661000,Powiat m. Biała Podlaska,2019,29794,27376,91.88
661000,Powiat m. Biała Podlaska,2020,29099,26433,90.84
661000,Powiat m. Biała Podlaska,2021,28887,26213,90.74
661000,Powiat m. Biała Podlaska,2022,28730,26038,90.63
661000,Powiat m. Biała Podlaska,2023,28525,25928,90.9
661000,Powiat m. Biała Podlaska,2024,28224,25664,90.93
662000,Powiat m. Chełm,2013,34655,30826,88.95
662000,Powiat m. Chełm,2014,34338,30517,88.87
662000,Powiat m. Chełm,2015,34017,30253,88.93
662000,Powiat m. Chełm,2016,33786,29948,88.64
662000,Powiat m. Chełm,2017,33600,29733,88.49
662000,Powiat m. Chełm,2018,33245,29425,88.51
662000,Powiat m. Chełm,2019,32882,29050,88.35
662000,Powiat m. Chełm,2020,31807,27904,87.73
662000,Powiat m. Chełm,2021,31393,27412,87.32
662000,Powiat m. Chełm,2022,30987,26946,86.96
662000,Powiat m. Chełm,2023,30641,26573,86.72
662000,Powiat m. Chełm,2024,30281,26153,86.37
663000,Powiat m. Lublin,2013,185362,158236,85.37
663000,Powiat m. Lublin,2014,184330,157392,85.39
663000,Powiat m. Lublin,2015,183737,156990,85.44
663000,Powiat m. Lublin,2016,183661,156805,85.38
663000,Powiat m. Lublin,2017,183200,156650,85.51
663000,Powiat m. Lublin,2018,183051,156631,85.57
663000,Powiat m. Lublin,2019,183075,156709,85.6
663000,Powiat m. Lublin,2020,180322,154792,85.84
663000,Powiat m. Lublin,2021,179028,153824,85.92
663000,Powiat m. Lublin,2022,178319,152924,85.76
663000,Powiat m. Lublin,2023,177465,152100,85.71
663000,Powiat m. Lublin,2024,176804,151501,85.69
664000,Powiat m. Zamość,2013,34457,30798,89.38
664000,Powiat m. Zamość,2014,34332,30723,89.49
664000,Powiat m. Zamość,2015,34211,30577,89.38
664000,Powiat m. Zamość,2016,34132,30516,89.41
664000,Powiat m. Zamość,2017,34016,30338,89.19
664000,Powiat m. Zamość,2018,33757,30056,89.04
664000,Powiat m. Zamość,2019,33630,29807,88.63
664000,Powiat m. Zamość,2020,32172,28203,87.66
664000,Powiat m. Zamość,2021,31822,27781,87.3
664000,Powiat m. Zamość,2022,31506,27436,87.08
664000,Powiat m. Zamość,2023,31150,27081,86.94
664000,Powiat m. Zamość,2024,30786,26730,86.83
